AN,MT1,ME,MG,RG,AG1,EF1,MT2,AMT2,BG,SG,EF2,PC,AM,KP,PV,T,Target(uA)
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,82,1.18
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,83,1.17
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,84,1.16
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,85,1.15
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,86,1.14
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,87,1.13
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,88,1.12
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,89,1.11
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,90,1.1
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,91,1.09
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,92,1.08
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,93,1.07
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,94,1.05
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,95,1.04
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,96,1.03
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,97,1.02
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,98,1.01
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,100,1
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,101,0.999
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,102,0.997
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,103,0.991
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,104,0.987
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,105,0.982
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,106,0.976
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,107,0.969
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,108,0.963
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,109,0.958
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,110,0.953
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,111,0.948
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,112,0.94
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,113,0.933
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,114,0.925
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,115,0.916
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,116,0.909
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,117,0.902
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,118,0.892
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,119,0.88
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,120,0.868
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,121,0.857
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,122,0.842
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,123,0.812
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,124,0.797
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,125,0.785
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,126,0.775
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,127,0.767
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,128,0.758
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,129,0.725
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,130,0.708
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,131,0.688
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,132,0.676
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,133,0.661
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,134,0.642
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,135,0.624
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,136,0.606
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,137,0.595
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,138,0.592
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,139,0.586
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,140,0.575
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,141,0.567
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,142,0.564
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,143,0.555
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,144,0.545
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,145,0.533
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,146,0.518
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,147,0.512
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,148,0.488
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,149,0.458
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,150,0.417
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,151,0.398
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,152,0.386
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,153,0.37
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,154,0.325
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,155,0.284
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,156,0.267
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,157,0.257
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,158,0.251
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,159,0.243
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,160,0.24
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,161,0.235
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,162,0.223
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,163,0.218
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,164,0.21
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,165,0.208
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,166,0.206
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,167,0.197
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,168,0.187
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,169,0.178
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,170,0.169
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,171,0.163
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,172,0.159
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,173,0.136
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,174,0.09
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,175,0.076
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,176,0.068
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,177,0.065
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,178,0.062
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,179,0.06
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,180,0.058
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,181,0.057
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,182,0.056
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,183,0.054
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,184,0.054
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,185,0.055
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,186,0.054
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,187,0.058
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,188,0.062
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,189,0.064
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,190,0.064
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,191,0.062
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,192,0.061
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,193,0.054
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,194,0.04
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,195,0.037
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,196,0.036
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,197,0.029
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,198,0.021
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,199,0.02
